vehicle_make_model,prices
Vespa Notte,73632.0
Vespa Notte,98057.0
Vespa RED,93039.0
Vespa S,76631.0
Vespa SXL 125,132206.0
Vespa SXL 125,135735.0
Vespa SXL 125,141568.0
Vespa SXL 150,146160.0
Vespa SXL 150,149686.0
Vespa SXL 150,155364.0
Vespa Urban Club,75757.0
Vespa Urban Club,98041.0
Vespa VX 125,72481.0
Vespa VXL 125,131860.0
Vespa VXL 150,145318.0
Vespa VXL 150,154262.0
Vespa VXL 150 Anniversary Edition,97881.0
Vespa ZX 125,117509.0
Yamaha Aerox 155,143576.0
Yamaha Aerox 155,141556.0
Yamaha Alba,
Yamaha Alba,
Yamaha Alba,
Yamaha Crux,40130.0
Yamaha Crux R,
Yamaha Crux S,
Yamaha Alpha,57305.0
Yamaha Alpha,54395.0
Yamaha Alpha,57791.0
Yamaha Alpha,53864.0
Yamaha Alpha,53969.0
Yamaha Cygnus Ray ZR,57875.0
Yamaha Cygnus Ray ZR,58224.0
Yamaha Cygnus Ray ZR,59894.0
Yamaha Cygnus Ray ZR,60425.0
Yamaha Cygnus Ray ZR,55767.0
Yamaha Cygnus Ray ZR,58474.0
Yamaha Cygnus Ray ZR,59383.0
Yamaha Cygnus Ray ZR,59793.0
Yamaha Cygnus Ray ZR,55242.0
Yamaha Enticer,
Yamaha Enticer DLX,
Yamaha Fascino 125,80970.0
Yamaha Fascino 125,81969.0
Yamaha Fascino 125,89666.0
Yamaha Fascino 125,90665.0
Yamaha Fascino 125,91665.0
Yamaha Fascino 125,92465.0
Yamaha Fascino 110,56748.0
Yamaha Fascino 110,57306.0
Yamaha Fascino 110,58684.0
Yamaha Fascino 110,56620.0
Yamaha Fazer 25,143724.0
Yamaha Fazer 25,145427.0
Yamaha Fazer,80933.0
Yamaha Fazer FI V 2.0,89846.0
Yamaha Fazer Dlx,
Yamaha FZ FI,115048.0
Yamaha FZ1,1118175.0
Yamaha FZ16,77029.0
Yamaha FZ25,150634.0
Yamaha FZ25,155148.0
Yamaha FZ6,
Yamaha FZR400,
Yamaha FZR600,
Yamaha FZ S FI,121985.0
Yamaha FZ S FI,124986.0
Yamaha FZ S,75814.0
Yamaha FZS Fi V4,127987.0
Yamaha FZ S V 2.0,85347.0
Yamaha FZ S V 2.0,85387.0
Yamaha FZ S V 2.0,87061.0
Yamaha FZ S V 2.0,88579.0
Yamaha FZ S V 2.0,88579.0
Yamaha FZ S V 2.0,86064.0
Yamaha FZ V 2.0,82736.0
Yamaha FZ X,137785.0
Yamaha Gladiator,
Yamaha Gladiator,
Yamaha Gladiator,
Yamaha Gladiator,
Yamaha GTS 1000,
Yamaha Libero,
Yamaha Libero LX,
Yamaha Libero LX G-5,
Yamaha MT01,
Yamaha MT 09,1064512.0
Yamaha MT-09,1155791.0
Yamaha MT-09,1019604.0
Yamaha MT 15 V2,169404.0
Yamaha MT 15,136220.0
Yamaha MT 15,147716.0
Yamaha MT 15,148715.0
Yamaha MT 15,150777.0
Yamaha Pearl,
Yamaha PW50,
Yamaha PW80,
Yamaha YZF R1,1983531.0
Yamaha R1,
Yamaha YZF-R1,2517513.0
Yamaha R15 V4,194726.0
Yamaha R15 V4,182752.0
Yamaha R15 V4,181704.0
Yamaha R15 V4,186751.0
Yamaha YZF R15,118996.0
Yamaha YZF R15,
Yamaha R15S,163738.0
Yamaha YZF-R1M,3405896.0
Yamaha YZF-R3,332874.0
Yamaha R6,
Yamaha Ray ZR 125,84783.0
Yamaha Ray ZR 125,90480.0
Yamaha Ray ZR 125,91480.0
Yamaha Ray ZR 125,94480.0
Yamaha Ray ZR 125,95480.0
Yamaha Ray,48883.0
Yamaha Ray Z,52605.0
Yamaha Ray Z,53141.0
Yamaha RD,
Yamaha Rx,
Yamaha RX100,16000.0
Yamaha RX135,
Yamaha RXG,
Yamaha RXZ,
Yamaha RZ250,
Yamaha RZ350,
Yamaha Saluto,56794.0
Yamaha Saluto,59207.0
Yamaha Saluto,61062.0
Yamaha Saluto,62760.0
Yamaha Saluto,61836.0
Yamaha Saluto,63524.0
Yamaha Saluto,60390.0
Yamaha Saluto,62117.0
Yamaha Saluto RX,49693.0
Yamaha Saluto RX,53507.0
Yamaha Saluto RX,54489.0
Yamaha Saluto RX,52879.0
Yamaha SS 125,57508.0
Yamaha Star Warrior,
Yamaha SZ RR V 2.0,70537.0
Yamaha SZ RR V 2.0,70138.0
Yamaha SZ,
Yamaha SZ R,64265.0
Yamaha SZ-RR,64333.0
Yamaha SZ-S,62668.0
Yamaha SZ X,61020.0
Yamaha TZR250,
Yamaha Vmax,2784236.0
Yamaha V-Star,
Yamaha XJ750 Seca,
Yamaha XS2,
Yamaha YBR 110,46997.0
Yamaha YBR 125,52356.0
Yamaha YBX,
Yamaha Yd,
Yamaha YZ250,
Yamaha YZF R1,1865200.0
Yamaha YZF R15 S,117993.0
Yamaha YZF R15 V3 [2018 - 2021],133276.0
Yamaha YZF R15 V3 [2018 - 2021],130523.0
Yamaha YZF R15 V3 [2018 - 2021],149377.0
Yamaha YZF R15 V3 [2018 - 2021],142718.0
Yamaha YZF R15 V3 [2018 - 2021],143015.0
Yamaha YZF R15 V3 [2018 - 2021],158299.0
Yamaha YZF R15 V3 [2018 - 2021],160318.0
Yamaha YZF R15 V3 [2018 - 2021],159317.0
Yamaha YZF R15 V3 [2018 - 2021],158350.0
Yamaha YZF R3,351928.0
Yezdi Adventure,217136.0
Yezdi Adventure,215176.0
Yezdi Adventure,217175.0
Yezdi Roadster,206023.0
Yezdi Roadster,203203.0
Yezdi Roadster,207483.0
Yezdi Roadster,207483.0
Yezdi Roadster,211483.0
Yezdi Roadster,211483.0
Yezdi Scrambler,210368.0
Yezdi Scrambler,212175.0
Yezdi Scrambler,212175.0
Yezdi Scrambler,216175.0
Yo Drift,51094.0
Yo Edge,49086.0
Yo Electron,36888.0
Yo Electron,34762.0
Yo Electron,33701.0
Yo EXL,48465.0
Yo Spark,43749.0
Yo Style,36336.0
Yo Style,39660.0
Yo Xplor,38938.0
Zontes 350R,325000.0
Zontes 350T,347000.0
Zontes 350T,367000.0
Zontes 350X,345000.0
Zontes GK350,347000.0
